veerajrvername,Name,argu
wapl00604,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\gmea.veeraj.veeraj-electric.com\sysvol\gmea.veeraj.veeraj-electric.com\Policies\{67874462-DB25-4336-A5B2-54187E9E097F}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
wapl00618,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\gmea.veeraj.veeraj-electric.com\sysvol\gmea.veeraj.veeraj-electric.com\Policies\{67874462-DB25-4336-A5B2-54187E9E097F}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
wapl00702,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\gmea.veeraj.veeraj-electric.com\sysvol\gmea.veeraj.veeraj-electric.com\Policies\{67874462-DB25-4336-A5B2-54187E9E097F}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
waru07734,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\gmea.veeraj.veeraj-electric.com\sysvol\gmea.veeraj.veeraj-electric.com\Policies\{67874462-DB25-4336-A5B2-54187E9E097F}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
wshu00107,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\gmea.veeraj.veeraj-electric.com\sysvol\gmea.veeraj.veeraj-electric.com\Policies\{67874462-DB25-4336-A5B2-54187E9E097F}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
wsru07741,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\gmea.veeraj.veeraj-electric.com\sysvol\gmea.veeraj.veeraj-electric.com\Policies\{67874462-DB25-4336-A5B2-54187E9E097F}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
qcewrsoftint01,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\veeraj.veeraj.veeraj-electric.com\sysvol\veeraj.veeraj.veeraj-electric.com\Policies\{A55185F5-B9D7-469D-89A4-F902680FBE30}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
qcewrsofttra01,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\veeraj.veeraj.veeraj-electric.com\sysvol\veeraj.veeraj.veeraj-electric.com\Policies\{A55185F5-B9D7-469D-89A4-F902680FBE30}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
pdewccv1,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\veeraj.veeraj.veeraj-electric.com\sysvol\veeraj.veeraj.veeraj-electric.com\Policies\{A55185F5-B9D7-469D-89A4-F902680FBE30}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
pfrwarg2,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\veeraj.veeraj.veeraj-electric.com\sysvol\veeraj.veeraj.veeraj-electric.com\Policies\{A55185F5-B9D7-469D-89A4-F902680FBE30}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
veeraj40126jmpveeraj,Disabled Netbios,"-ExecutionPolicy Bypass -File ""\\gmea.veeraj.veeraj-electric.com\sysvol\gmea.veeraj.veeraj-electric.com\Policies\{67874462-DB25-4336-A5B2-54187E9E097F}\Machine\Scripts\Startup\DisabledNetBios.ps1"""
